Sample Coleosporium_tussilaginis Cyclaneusma_minus Dothistroma_sp Gremmenia_infestans Gremmeniella_abietina Lophodermium_conigenum Lophodermium_seditiosum Pachyramichloridium_pini Rhizosphaera_kalkhoffii Sirococcus_piceicola
200 GT5-7456-T3-ITS 0 0 0.142468025228032 0.000180918159660276 0 0.00092469281604141 0 0 0.000336708797145513 0
201 GT6-7349-T3-ITS 0 0 0.288669081840956 7.22271429603245e-05 0 0.00356574000509391 3.80142857685918e-05 3.42128571917327e-05 0.00028130571468758 0
202 GT6-7486-T3-ITS 0 0 0.133610099976936 0 0 0.00158940264532756 2.50694423553242e-05 0 0.00110806935210533 0
203 GT6-7595-T3-ITS 0 0 0.0633924368429311 7.01096046819862e-05 0 0.000540845521832465 1.33542104156164e-05 0 0.00139551498843192 0
204 GT6-7618-T3-ITS 0 0 0.0673282803497101 0 0 0.000737953723394587 0.000112692440518385 0 0 0
205 GT8-7009-T3-ITS 0 0 0.0435255319469333 6.02346138208321e-05 0 0.000569217100606864 0.000331290376014577 0 0.00031924345325041 0
206 GT8-7254-T3-ITS 0 0 0.209443021354924 6.43608325717301e-05 0 0.000450525828002111 3.43257773715894e-05 0 0.000188791775543742 0
207 GT8-7341-T3-ITS 0 0 0.118683475315162 1.25002343793946e-05 0 0.000303130683700319 0 0 0.000837515703419439 0
208 GT8-7420-T3-ITS 0 0 0.0319936035315713 0.000315318866203448 0 0.00253381231770628 4.50455523147783e-05 0 0.000315318866203448 0
209 RM1-7145-T3-ITS 0 0 0.0295813141636618 0 0 0.000361728026457821 0 0 2.29668588227188e-05 0
210 RM1-7391-T3-ITS 0 0 0.108693603662135 4.95955483035843e-05 0 0.00120021226894674 0.000297573289821506 0 0.000560429695830502 0
211 RM1-7523-T3-ITS 0 5.46337855329736e-05 0.236076789886866 0.000130280565501706 0 0.00133222384722713 0.000310992317649234 0 0.000479096273135307 0
212 RM1-7665-T3-ITS 2.86254079120627e-05 0 0.0955802370183775 0 0 0.000815824125493788 0.000107345279670235 0 0.000887387645273945 0
213 RM10-7202-T3-ITS 0 0 0.021002123810273 5.38197535055289e-05 0 0.000356038369344268 0 0 0.000144899336361039 0
214 RM10-7324-T3-ITS 0.000109643779542907 0 0.157996686321329 5.68523301333593e-05 0 0.00242028491139158 0 0 0.000467001283238309 0
215 RM10-7352-T3-ITS 0 0 0.175578619952263 0.000135002322039939 0 0.00212763659534944 0 0 0.00106381829767472 0
216 RM10-7402-T3-ITS 0 0 0.0483120955683618 1.89669942688066e-05 0 0.0004804971881431 0 0 0.000929382719171522 0
217 RM3-7115-T3-ITS 0 0 0.195840505572122 0 0 0.00119200588325616 0 0 0.000117180239370944 0
218 RM3-7538-T3-ITS 0 0 0.238179897721212 0 0 0.000549042574329907 0 0 0 0
219 RM3-7609-T3-ITS 0 0 0.113789630509749 2.3206271262746e-05 0 0.00222316078697107 0 0 0.00501255459275315 0
220 RM3-7623-T3-ITS 0 0 0.136246414413568 1.1739982859625e-05 0 0.000547865866782501 9.00065352571252e-05 0 0.000207406363853375 0
221 RM4-7358-T3-ITS 3.27427170842143e-05 0 0.0816135610979101 1.40325930360918e-05 0 0.000916796078357999 0 0 0.00125825584223623 0
222 RM4-7411-T3-ITS 0 0 0.180474404303662 9.35985604541402e-05 0 0.0116553607405518 0.000285475609385128 0 0 0
223 RM4-7436-T3-ITS 0 0 0.0706312308878005 0 0 0.000511434467131456 0 0 0.000866597291528301 0
224 RM4-7620-T3-ITS 0 0 0.119348779407774 6.07082148927964e-05 0 0.000417815361321011 0.00014998500149985 0 0.000157127144428414 0
225 RM6-7031-T3-ITS 0 0 0.260186948494672 0.000181715099797933 0 0.000879501083021995 0 0 0.00169358473011673 0
226 RM6-7065-T3-ITS 0 0 0.0709294216664663 6.25225441866058e-05 0 0.00163039557532764 0 0 0.000149092220752675 0
227 RM6-7120-T3-ITS 0 0 0.166878486779124 9.49064140230416e-05 0 0.000689103093123824 0 0 0.00176608457399399 0
228 RM6-7203-T3-ITS 0 0 0.121618352543609 5.21040741664279e-05 0 0.00109418555749498 3.34954762498465e-05 0 0.000945316774162334 0
