Sample Coleosporium_tussilaginis Cyclaneusma_minus Dothistroma_sp Gremmenia_infestans Gremmeniella_abietina Lophodermella_conjuncta Lophodermium_conigenum Lophodermium_seditiosum Pachyramichloridium_pini Rhizosphaera_kalkhoffii
193 GT1-7482-T2-ITS 0 0 0.0671029413356717 4.87155337598649e-05 0 0.00018944929795503 0.00028146752839033 0 0 0.00299329890768948
194 GT2-7200-T2-ITS 0 0 0.0637864183797478 0.000102881319967335 0 3.21504124897922e-05 0.000482256187346884 0 0 0.000282923629910172
195 GT2-7210-T2-ITS 0 0 0.110862702772886 2.84024052779784e-05 0 6.08622970242394e-05 0.00180558147838577 0.000527473240876742 0 0.000340828863335741
196 GT2-7297-T2-ITS 0 3.9525301133388e-05 0.15348003807604 0.000128457228683511 0 3.6231526038939e-05 0.000279970883028165 0 0 0.00380101645899415
197 GT2-7573-T2-ITS 0 0 0.277264224767437 7.11395297258617e-05 0 1.2554034657505e-05 0.000740688044792796 0 0 0.000188310519862575
198 GT5-7107-T2-ITS 0 0 0.209675806594969 0.000194427162030042 0 7.22158030397298e-05 0.000572171362545552 0 0 0.000238867656208337
199 GT5-7253-T2-ITS 0 0 0.343763979436936 0.000157669714947822 0 0.000326339642566423 0.0132882569063002 0 0 0
200 GT5-7309-T2-ITS 0 0 0.251462124241044 0.000120875135984528 0 9.29808738342523e-06 0.000474202456554687 2.78942621502757e-05 2.78942621502757e-05 0.0112692819087114
201 GT5-7456-T2-ITS 0 0 0.127834644163724 3.18678377034761e-05 0 5.09885403255618e-05 0.000165712756058076 0 0 5.09885403255618e-05
202 GT6-7349-T2-ITS 0 0 0.0703081891953533 3.31069796870287e-05 0 0 0.000603282740963634 0 0 4.78211928812637e-05
203 GT6-7486-T2-ITS 0 0 0.195658526082677 7.68946850393701e-05 0 0.000299889271653543 0.00215305118110236 0 0 0.000438299704724409
204 GT6-7595-T2-ITS 0 0 0.0716461028333974 6.40396191777313e-05 0 4.26930794518209e-05 0.000789821969858686 0 0 7.82706456616716e-05
205 GT6-7618-T2-ITS 0 0 0.0236089304975408 5.41393714002524e-05 0 1.24937010923659e-05 0.000224886619662587 0 0 0
206 GT8-7009-T2-ITS 0 0 0.0687566821399088 0.000209768442706148 0 4.06003437495771e-05 7.78173255200227e-05 0 0 0.000196234994789623
207 GT8-7254-T2-ITS 0 0 0.220751882364933 0.000110792521061658 0 8.86340168493266e-06 0.000226016742965783 0 0 0.000128519324431524
208 GT8-7341-T2-ITS 0 0 0.304262039107137 6.38773554774832e-05 0 0.00024841193796799 0.000830405621207282 0 0 0.00024841193796799
209 GT8-7420-T2-ITS 0 0 0.0608081540527705 0.000112342911417614 0 0.000158301375179366 0.000331922238279315 0 0 0.000449371645670457
210 RM1-7145-T2-ITS 0 0 0.0311328885316703 0 0 7.26272671811905e-05 0.00023240725497981 0 2.90509068724762e-05 1.45254534362381e-05
211 RM1-7391-T2-ITS 0 0 0.0507772453367599 8.81388325779681e-05 0 9.74166044282805e-05 8.81388325779681e-05 0 0 2.78333155509373e-05
212 RM1-7523-T2-ITS 0 0 0.169004937166205 3.78326912284905e-05 0 0.00035941056667066 0.000535963125736949 5.04435883046541e-05 0 0
213 RM1-7665-T2-ITS 0 0 0.0568023315151446 8.61844119614892e-05 0 3.17521517752855e-05 0.000365149745415783 1.58760758876427e-05 0 5.44322601862037e-05
214 RM10-7202-T2-ITS 0 0 0.112960444084994 0.000252738769208146 0.000413572531431512 0.000179214763620322 0.000588192044702595 0 0 0
215 RM10-7324-T2-ITS 0 0 0.224202108056313 5.52811970221862e-05 0 7.37082626962483e-05 0.00184731333382472 0 0 0
216 RM10-7352-T2-ITS 0 0 0.100571369081155 0.000199029958601769 0 4.89919898096661e-05 0.000165347965607623 0 6.12399872620827e-06 0.00989025794282635
217 RM10-7402-T2-ITS 0 0 0.0274310420245846 7.60740707869229e-05 0 2.5358023595641e-05 0.000450104918822627 3.80370353934614e-05 0 5.07160471912819e-05
218 RM3-7115-T2-ITS 0 0 0.282594086021505 2.70985084980923e-05 0 0.000124653139091224 0.000319762400277489 0 0 0.000444415539368713
219 RM3-7538-T2-ITS 0 0 0.252367404923609 0 0 0.000114985589709161 0.000326410706271166 0 0 0.000166914565706846
220 RM3-7609-T2-ITS 0 0 0.201679233345523 0 0 5.80447060325863e-06 0.000208960941717311 0 0 0.000432433059942768
221 RM3-7623-T2-ITS 0 0 0.231508442748208 7.98278758942623e-05 0 7.6026548470726e-05 0.000197669026023888 0 0 0
222 RM4-7358-T2-ITS 0 0 0.274489706269951 0 0 0 0.000388028230884119 0 0 0.00085659062289513
223 RM4-7411-T2-ITS 0 0 0.0949261090825451 0.000104223570340128 0 0.000118599235214629 0.000826600730283776 0 0 0
224 RM4-7436-T2-ITS 0 0 0.212258910742034 5.19122751765883e-05 0 4.49906384863765e-05 0.00048797538665993 0 3.80690017961647e-05 0.000712928579091812
225 RM4-7620-T2-ITS 0 0 0.137532457766198 6.19296390829105e-05 0 0.000535249023502298 0.000482166475716946 0 0 0.000482166475716946
226 RM6-7031-T2-ITS 0 0 0.117675677489347 0 0 0.000385858563264028 0.000726979901801792 0 0 0.00111283846506582
227 RM6-7065-T2-ITS 0 0 0.113276964358887 1.32183629498099e-05 0 0.000253351956538023 0.000237930533096578 0 0 0
228 RM6-7120-T2-ITS 0 0 0.0808964634926437 0.000114228273782327 0 2.28456547564653e-05 0.000144689146790947 0 0 0.000616832678424564
229 RM6-7203-T2-ITS 0 0 0.0715077824403966 4.18473270019878e-05 0 3.71976240017669e-05 0.000248759110511816 0 0 0.000146465644506957
