"OTU_string"	"AC2-7049-T1-ITS"	"AC2-7474-T1-ITS"	"AC7-7032-T1-ITS"	"AC7-7439-T1-ITS"	"AC8-7184-T1-ITS"	"AC9-7346-T1-ITS"	"AC9-7660-T1-ITS"	"BB1-7504-T1-ITS"	"BB2-7055-T1-ITS"	"BB2-7542-T1-ITS"	"BB3-7126-T1-ITS"	"BB3-7657-T1-ITS"	"BB5-7600-T1-ITS"	"BB7-7181-T1-ITS"	"BB7-7224-T1-ITS"	"BE2-7500-T1-ITS"	"BE3-7156-T1-ITS"	"BE3-7245-T1-ITS"	"BE4-7607-T1-ITS"	"BE4-7663-T1-ITS"	"BE5-7132-T1-ITS"	"BE5-7146-T1-ITS"	"BE5-7509-T1-ITS"	"BW10-7534-T1-ITS"	"BW10-7633-T1-ITS"	"BW2-7025-T1-ITS"	"BW2-7628-T1-ITS"	"BW3-7101-T1-ITS"	"BW6-7035-T1-ITS"	"BW6-7284-T1-ITS"	"BW6-7567-T1-ITS"	"BW7-7506-T1-ITS"	"BW7-7593-T1-ITS"	"CG2-7148-T1-ITS"	"CG2-7160-T1-ITS"	"CG3-7376-T1-ITS"	"CG3-7382-T1-ITS"	"CG4-7406-T1-ITS"	"CG7-7434-T1-ITS"	"CG7-7574-T1-ITS"	"CG8-7084-T1-ITS"	"CG8-7544-T1-ITS"	"CR10-7348-T1-ITS"	"CR3-7445-T1-ITS"	"CR4-7143-T1-ITS"	"CR4-7211-T1-ITS"	"CR4-7671-T1-ITS"	"CR7-7154-T1-ITS"	"CR7-7183-T1-ITS"	"CR9-7320-T1-ITS"	"EP1-Pine-Rep1-T1-ITS"	"EP1-Pine-Rep2-T1-ITS"	"EP1-Pine-Rep3-T1-ITS"	"EP1-Syn-Rep1-T1-ITS"	"EP1-Syn-Rep2-T1-ITS"	"EP1-Syn-Rep3-T1-ITS"	"EP1-Syn-Rep4-T1-ITS"	"EP3-Amp-Blank-T1-ITS"	"EP3-Pine-Rep1-T1-ITS"	"EP3-Pine-Rep2-T1-ITS"	"EP3-Syn-Extr-T1-ITS"	"EP3-Syn-Rep2-T1-ITS"	"EP3-Syn-Rep3-T1-ITS"	"EP3-Syn-Rep4-T1-ITS"	"GC1-7085-T1-ITS"	"GC1-7128-T1-ITS"	"GC2-7276-T1-ITS"	"GC9-7275-T1-ITS"	"GC9-7537-T1-ITS"	"GC9-7589-T1-ITS"	"GE1-7087-T1-ITS"	"GE1-7638-T1-ITS"	"GE2-7383-T1-ITS"	"GE2-7483-T1-ITS"	"GE6-7186-T1-ITS"	"GE6-7213-T1-ITS"	"GE7-7575-T1-ITS"	"GE7-7658-T1-ITS"	"GE9-7053-T1-ITS"	"GE9-7480-T1-ITS"	"GT1-7384-T1-ITS"	"GT1-7407-T1-ITS"	"GT2-7573-T1-ITS"	"GT5-7107-T1-ITS"	"GT5-7309-T1-ITS"	"GT6-7349-T1-ITS"	"GT6-7595-T1-ITS"	"GT8-7009-T1-ITS"	"GT8-7341-T1-ITS"	"GT8-7420-T1-ITS"	"RM1-7145-T1-ITS"	"RM10-7352-T1-ITS"	"RM10-7402-T1-ITS"	"RM4-7411-T1-ITS"	"RM6-7031-T1-ITS"	"RM6-7120-T1-ITS"	"AC1-7230-T1-ITS"	"AC1-7329-T1-ITS"	"AC2-7291-T1-ITS"	"AC2-7464-T1-ITS"	"AC7-7592-T1-ITS"	"AC7-7611-T1-ITS"	"AC8-7174-T1-ITS"	"AC8-7453-T1-ITS"	"AC9-7099-T1-ITS"	"BB1-7232-T1-ITS"	"BB1-7238-T1-ITS"	"BB2-7039-T1-ITS"	"BB2-7590-T1-ITS"	"BB5-7171-T1-ITS"	"BB5-7326-T1-ITS"	"BB7-7227-T1-ITS"	"BB7-7268-T1-ITS"	"BE2-7069-T1-ITS"	"BE2-7141-T1-ITS"	"BE3-7237-T1-ITS"	"BE3-7514-T1-ITS"	"BE4-7003-T1-ITS"	"BE4-7267-T1-ITS"	"BE5-7334-T1-ITS"	"BE7-7455-T1-ITS"	"BE7-7585-T1-ITS"	"BW10-7357-T1-ITS"	"BW10-7396-T1-ITS"	"BW2-7261-T1-ITS"	"BW2-7362-T1-ITS"	"BW3-7429-T1-ITS"	"BW6-7173-T1-ITS"	"BW7-7366-T1-ITS"	"BW7-7581-T1-ITS"	"CG2-7072-T1-ITS"	"CG2-7208-T1-ITS"	"CG3-7651-T1-ITS"	"CG4-7097-T1-ITS"	"CG4-7425-T1-ITS"	"CG7-7197-T1-ITS"	"CG7-7655-T1-ITS"	"CG8-7522-T1-ITS"	"CR10-7431-T1-ITS"	"CR10-7549-T1-ITS"	"CR3-7619-T1-ITS"	"CR3-7642-T1-ITS"	"CR4-7135-T1-ITS"	"CR7-7648-T1-ITS"	"CR7-7652-T1-ITS"	"CR9-7298-T1-ITS"	"CR9-7389-T1-ITS"	"EP2-DNAblank-T1-ITS"	"EP2-Idx-Blank-T1-ITS"	"EP2-Pine-Rep1-T1-ITS"	"EP2-Pine-Rep2-T1-ITS"	"EP2-Pine-Rep3-T1-ITS"	"EP2-Syn-Extr-T1-ITS"	"EP2-Syn-Rep1-T1-ITS"	"EP2-Syn-Rep2-T1-ITS"	"EP2-Syn-Rep3-T1-ITS"	"EP2-Syn-Rep4-T1-ITS"	"GC1-7294-T1-ITS"	"GC1-7368-T1-ITS"	"GC2-7078-T1-ITS"	"GC2-7136-T1-ITS"	"GC5-7457-T1-ITS"	"GC8-7367-T1-ITS"	"GC8-7582-T1-ITS"	"GC9-7100-T1-ITS"	"GE1-7647-T1-ITS"	"GE2-7555-T1-ITS"	"GE6-7040-T1-ITS"	"GE6-7205-T1-ITS"	"GE7-7423-T1-ITS"	"GE7-7427-T1-ITS"	"GE9-7002-T1-ITS"	"GE9-7272-T1-ITS"	"GT1-7236-T1-ITS"	"GT1-7482-T1-ITS"	"GT2-7200-T1-ITS"	"GT2-7297-T1-ITS"	"GT5-7456-T1-ITS"	"GT6-7486-T1-ITS"	"GT6-7618-T1-ITS"	"RM1-7391-T1-ITS"	"RM1-7523-T1-ITS"	"RM10-7202-T1-ITS"	"RM10-7324-T1-ITS"	"RM3-7609-T1-ITS"	"RM3-7623-T1-ITS"	"RM4-7358-T1-ITS"	"RM4-7620-T1-ITS"	"RM6-7065-T1-ITS"	"RM6-7203-T1-ITS"	"AC8-7541-T1-ITS"	"BB5-7412-T1-ITS"	"BE2-7510-T1-ITS"	"BE7-7019-T1-ITS"	"BE7-7378-T1-ITS"	"BW3-7594-T1-ITS"	"CG4-7218-T1-ITS"	"CR10-7497-T1-ITS"	"CR3-7338-T1-ITS"	"CR9-7469-T1-ITS"	"EP3-Syn-Rep1-T1-ITS"	"GC2-7507-T1-ITS"	"GC5-7089-T1-ITS"	"GC5-7178-T1-ITS"	"GC8-7377-T1-ITS"	"GC8-7501-T1-ITS"	"GE2-7530-T1-ITS"	"GT2-7210-T1-ITS"	"GT8-7254-T1-ITS"	"RM1-7665-T1-ITS"	"RM3-7115-T1-ITS"	"RM3-7538-T1-ITS"	"RM4-7436-T1-ITS"
"4e2d727d9ddc6335ee9cf25577e3a588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71684763638765e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"827581a57903ba0695245e37ab3b6732"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105422047583679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"307be2ba4226269f85613694e2cd6461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60593553774751e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94826890343412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18742515242722e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.49931991743688e-05	0	0	0	0	0	0	0	0	9.33722960939256e-05	0	0	0	0	0.000242364263389363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181845045290782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24500018571876e-05	0	0	0	0	0
"f0e380533da96ffc91a3505520707409"	0	0	0.000340671975471618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67795848738169e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87714616194839e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58263532521178e-05	0	0	0	0	0	0	1.21427305115247e-05	0	0	0	0	0.000154424492185429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110010136648305	0	0	0	0	0	0	0	0	0	0	4.95072571814645e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fdb83dc18884d14d693c6633db709811"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15365681055967e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ace419a7f9acee1c56af9c5e93feedbe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119555254453433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3d81f95b49cf2791b21594f97c0c0ebd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.94935305516206e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01d59685bcb50eee6d9b64aea2a43504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103689025092744	0	0	0	0	0	0	0	0	0
"e4eafc8bd2eea293c8f3aae6f7d5e014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196715485950707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40532994804964e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"207e2b9973ab98e63cd01766c9c13f49"	0	1.23541438887139e-05	0	1.28661215719827e-05	0.000119412490546511	0	0.000142250040007824	0.00117983109786388	0.000130309139269809	0	7.70054134805677e-05	0.000149299890157938	0	1.64074965851898e-05	6.73906346272335e-05	0	1.3587694983423e-05	0.000227543467494746	0	2.83794617835073e-05	0	0.000214317812575616	6.14892701223637e-05	0	4.03216051224567e-05	0.00022845345472391	0.000532830789767405	0	0	6.16349100130314e-05	0.000751153557248632	0	0	1.97853291784142e-05	0	2.98218146574219e-05	0.000507317673102939	8.18984050285621e-05	7.31121082790324e-05	0	0.000198222342036616	0	0	2.72748968667962e-05	0	5.46378421694866e-05	3.25207784545197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10362379113853e-05	0	6.28256901227544e-05	0	0.00012183323180564	0	0	0	0	0	0	0	0	2.48482702497872e-05	0	0	0	0	0	0.000314529866201115	0.0001138816818839	0	0	0.00104468779906928	0	9.9420598843407e-05	0	0.000150156299056745	0.000140382894344324	0	0.00044974139869575	0	0	2.8022978842651e-05	0.000115005870091286	0	0.00112565515835118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42133615073744e-05	0	0.000367237466474108	0	9.89877585138638e-05	0	0.000573194437521806	0	0	0	0	0	2.77323275742533e-05	0.000338906852489063	0	0	0.000348398178606731	0.000304889384643986	0.000106034365232846	4.17205557178022e-05	0	0.000103911623164499	0	0	0	1.74230445899269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240243928873346	0	0	0	0	0.000544071747767563	0	3.44748028969442e-05	0	0.000275337732815817	0.000129113706137205	0	8.15756795707307e-05	8.05019533562212e-05	0	0	1.56079288278445e-05	0	9.12189589484278e-06	0	2.50822139234156e-05	0	0	0	3.86492101067684e-05	0	0.000273286018414012	0	3.8768037906526e-05	0	7.40272150961681e-05	0	0	0.000210637177461822	0	0	0	0.000779593790603843	0.00023942002892194	0	0.000195720250521921	0	0	0	0.000757473285540376	0	0	0.000398388738878314	0	1.29652078646951e-05	0	0.000667266412072756
"5fbe691567a68703787aef446beda81a"	0	0	0	0	0.000132680545051679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76097523816779e-06	1.10801482523836e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000944634827895441	0	0	0	0	0	0	0	0	0	7.89895654784003e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25764732710037e-05	0	0	0	0	3.30700053106538e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46579770643722e-06	0	0	0	0	0	0	0	0	8.52373623771753e-05	0	0	0	0	0	0	0	0	0.000101926705961839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f533ba4eb23c70ad8eea9f874c82be51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05789260110916e-05	0	0	0	0	0	0	0
"5e48b389e60cb7077ef0f8ee1855d495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98458339564063e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c2d18010915f4f9004ade40c5273e50e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107499910416741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4d32d404d6207f02c7c9f8400028cea4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111296605453534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d4dd5c17879c98dfeb5b82dfdacd0c11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75478617930405e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04474678651166e-05	0	0	0	0	2.32343806875828e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d71caf9dae66deda858ad65c96d0d31d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97104367061865e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09225226453908e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80396441392227e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2fec158b88b7436187d47b7970b31d30"	0	0	1.82502844002652e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54007412619181e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59580369790778e-05	0.000177521438430855	1.3848059095603e-05	0	0	0	0	0	0	0	0	0	0	1.85964629527464e-05	0	0	4.70628100262611e-05	0	0	0	0	0	0	3.56042033305189e-05	0	0	0	0	0	0	0	8.91251154575359e-05	3.71816322736568e-05	0	0	0	0	1.3361436888923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81918919840431e-05	9.03097624853247e-06	5.49797949253649e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36828739836451e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4a4355120b3d258eba26b8a15f4f3b30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03784809615462e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69ee03f2d1312dbb486af8cae68f99f9"	0	0	9.12514220013262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
