"OTU_string"	"AC1-7050-T2-ITS"	"AC1-7230-T2-ITS"	"AC2-7049-T2-ITS"	"AC2-7291-T2-ITS"	"AC7-7439-T2-ITS"	"AC7-7611-T2-ITS"	"AC8-7184-T2-ITS"	"AC8-7453-T2-ITS"	"AC9-7099-T2-ITS"	"AC9-7660-T2-ITS"	"BB1-7232-T2-ITS"	"BB1-7504-T2-ITS"	"BB2-7039-T2-ITS"	"BB2-7055-T2-ITS"	"BB2-7542-T2-ITS"	"BB3-7657-T2-ITS"	"BB5-7326-T2-ITS"	"BB5-7600-T2-ITS"	"BB7-7181-T2-ITS"	"BB7-7224-T2-ITS"	"BB7-7227-T2-ITS"	"BE2-7069-T2-ITS"	"BE2-7141-T2-ITS"	"BE2-7500-T2-ITS"	"BE3-7245-T2-ITS"	"BE3-7514-T2-ITS"	"BE4-7003-T2-ITS"	"BE4-7663-T2-ITS"	"BE5-7132-T2-ITS"	"BE5-7146-T2-ITS"	"BE7-7019-T2-ITS"	"BE7-7455-T2-ITS"	"BE7-7585-T2-ITS"	"BW10-7357-T2-ITS"	"BW10-7534-T2-ITS"	"BW10-7633-T2-ITS"	"BW2-7261-T2-ITS"	"BW2-7628-T2-ITS"	"BW3-7101-T2-ITS"	"BW3-7429-T2-ITS"	"BW3-7594-T2-ITS"	"BW6-7035-T2-ITS"	"BW6-7567-T2-ITS"	"BW7-7581-T2-ITS"	"BW7-7593-T2-ITS"	"CG2-7072-T2-ITS"	"CG2-7148-T2-ITS"	"CG3-7376-T2-ITS"	"CG3-7515-T2-ITS"	"CG4-7097-T2-ITS"	"CG4-7218-T2-ITS"	"CG4-7406-T2-ITS"	"CG4-7425-T2-ITS"	"CG6-7344-T2-ITS"	"CG6-7551-T2-ITS"	"CG7-7197-T2-ITS"	"CG7-7434-T2-ITS"	"CG8-7084-T2-ITS"	"CR10-7348-T2-ITS"	"CR10-7497-T2-ITS"	"CR10-7549-T2-ITS"	"CR3-7338-T2-ITS"	"CR3-7642-T2-ITS"	"CR4-7135-T2-ITS"	"CR4-7211-T2-ITS"	"CR7-7183-T2-ITS"	"CR7-7648-T2-ITS"	"CR9-7389-T2-ITS"	"CR9-7469-T2-ITS"	"EP4-Pine-Rep1-T2-ITS"	"EP4-Pine-Rep2-T2-ITS"	"EP4-Pine-Rep3-T2-ITS"	"EP4-Syn-Extr-T2-ITS"	"EP4-Syn-Rep1-T2-ITS"	"EP4-Syn-Rep2-T2-ITS"	"EP4-Syn-Rep3-T2-ITS"	"EP4-Syn-Rep4-T2-ITS"	"EP6-Amp-Blank-T2-ITS"	"EP6-DNAblank-T2-ITS"	"EP6-Idx-Blank-T2-ITS"	"EP6-Pine-Rep1-T2-ITS"	"EP6-Pine-Rep2-T2-ITS"	"EP6-Pine-Rep3-T2-ITS"	"EP6-Syn-Extr-T2-ITS"	"EP6-Syn-Rep1-T2-ITS"	"EP6-Syn-Rep2-T2-ITS"	"EP6-Syn-Rep3-T2-ITS"	"EP6-Syn-Rep4-T2-ITS"	"GC1-7085-T2-ITS"	"GC1-7294-T2-ITS"	"GC2-7136-T2-ITS"	"GC2-7276-T2-ITS"	"GC5-7089-T2-ITS"	"GC5-7178-T2-ITS"	"GC8-7501-T2-ITS"	"GC8-7582-T2-ITS"	"GC9-7100-T2-ITS"	"GC9-7275-T2-ITS"	"GE1-7087-T2-ITS"	"GE1-7647-T2-ITS"	"GE2-7483-T2-ITS"	"GE2-7530-T2-ITS"	"GE2-7555-T2-ITS"	"GE6-7040-T2-ITS"	"GE6-7186-T2-ITS"	"GE6-7213-T2-ITS"	"GE7-7423-T2-ITS"	"GE7-7658-T2-ITS"	"GE8-7242-T2-ITS"	"GE8-7333-T2-ITS"	"GE8-7645-T2-ITS"	"GE9-7002-T2-ITS"	"GE9-7053-T2-ITS"	"GT1-7407-T2-ITS"	"GT1-7482-T2-ITS"	"GT2-7200-T2-ITS"	"GT2-7210-T2-ITS"	"GT5-7309-T2-ITS"	"GT5-7456-T2-ITS"	"GT6-7486-T2-ITS"	"GT6-7595-T2-ITS"	"GT8-7341-T2-ITS"	"GT8-7420-T2-ITS"	"RM1-7145-T2-ITS"	"RM1-7391-T2-ITS"	"RM10-7202-T2-ITS"	"RM10-7324-T2-ITS"	"RM10-7402-T2-ITS"	"RM3-7115-T2-ITS"	"RM3-7609-T2-ITS"	"RM4-7358-T2-ITS"	"RM4-7436-T2-ITS"	"RM6-7065-T2-ITS"	"RM6-7120-T2-ITS"	"AC1-7329-T2-ITS"	"AC2-7464-T2-ITS"	"AC2-7474-T2-ITS"	"AC7-7032-T2-ITS"	"AC7-7592-T2-ITS"	"AC8-7174-T2-ITS"	"AC8-7541-T2-ITS"	"AC9-7142-T2-ITS"	"AC9-7346-T2-ITS"	"BB1-7238-T2-ITS"	"BB1-7409-T2-ITS"	"BB2-7590-T2-ITS"	"BB3-7126-T2-ITS"	"BB5-7171-T2-ITS"	"BB5-7412-T2-ITS"	"BB7-7268-T2-ITS"	"BE2-7510-T2-ITS"	"BE3-7156-T2-ITS"	"BE3-7237-T2-ITS"	"BE4-7267-T2-ITS"	"BE4-7607-T2-ITS"	"BE5-7334-T2-ITS"	"BE5-7509-T2-ITS"	"BE7-7378-T2-ITS"	"BW10-7396-T2-ITS"	"BW2-7025-T2-ITS"	"BW2-7362-T2-ITS"	"BW6-7173-T2-ITS"	"BW6-7284-T2-ITS"	"BW7-7366-T2-ITS"	"BW7-7506-T2-ITS"	"CG2-7160-T2-ITS"	"CG2-7208-T2-ITS"	"CG3-7382-T2-ITS"	"CG3-7651-T2-ITS"	"CG6-7014-T2-ITS"	"CG7-7574-T2-ITS"	"CG7-7655-T2-ITS"	"CG8-7522-T2-ITS"	"CG8-7544-T2-ITS"	"CR10-7431-T2-ITS"	"CR3-7445-T2-ITS"	"CR3-7619-T2-ITS"	"CR4-7143-T2-ITS"	"CR4-7671-T2-ITS"	"CR7-7154-T2-ITS"	"CR7-7652-T2-ITS"	"CR9-7298-T2-ITS"	"CR9-7320-T2-ITS"	"EP5-Amp-Blank-T2-ITS"	"EP5-DNAblank-T2-ITS"	"EP5-Pine-Rep1-T2-ITS"	"EP5-Pine-Rep2-T2-ITS"	"EP5-Pine-Rep3-T2-ITS"	"EP5-Syn-Extr-T2-ITS"	"EP5-Syn-Rep1-T2-ITS"	"EP5-Syn-Rep2-T2-ITS"	"EP5-Syn-Rep3-T2-ITS"	"EP5-Syn-Rep4-T2-ITS"	"GC1-7128-T2-ITS"	"GC1-7368-T2-ITS"	"GC2-7078-T2-ITS"	"GC2-7507-T2-ITS"	"GC5-7457-T2-ITS"	"GC8-7367-T2-ITS"	"GC8-7377-T2-ITS"	"GC9-7537-T2-ITS"	"GC9-7589-T2-ITS"	"GE1-7112-T2-ITS"	"GE1-7638-T2-ITS"	"GE2-7383-T2-ITS"	"GE6-7205-T2-ITS"	"GE7-7427-T2-ITS"	"GE7-7575-T2-ITS"	"GE9-7272-T2-ITS"	"GE9-7480-T2-ITS"	"GT1-7236-T2-ITS"	"GT1-7384-T2-ITS"	"GT2-7297-T2-ITS"	"GT2-7573-T2-ITS"	"GT5-7107-T2-ITS"	"GT5-7253-T2-ITS"	"GT6-7349-T2-ITS"	"GT6-7618-T2-ITS"	"GT8-7009-T2-ITS"	"GT8-7254-T2-ITS"	"RM1-7523-T2-ITS"	"RM1-7665-T2-ITS"	"RM10-7352-T2-ITS"	"RM3-7538-T2-ITS"	"RM3-7623-T2-ITS"	"RM4-7411-T2-ITS"	"RM4-7620-T2-ITS"	"RM6-7031-T2-ITS"	"RM6-7203-T2-ITS"
"d1df8a61204635c43dc1367f6e280dd4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2004805349732e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b2a99d0c5987cc9959af5276d519929c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.36633387249707e-05	0	0	0	0	0	0	0	0	9.17717453150524e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143536971811547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85747849747431e-05	0	2.35087872488338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55847394231568e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"eefefcb8d206826d3067eed8ee05aff4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97204605219543e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"418d5704e1737fe51aba2e607006dd65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86760663296976e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53649672907217e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1964537112e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02bc172082aa382613768fd326c64aac"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79557928380328e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2fb48830cc9a74c8e4db757d32516809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8611105393519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9e42c169db398921d708188c27dc705d"	0	0	0	0	0	0	0	0	4.81062185305154e-05	0	0	0	0	0.000140544731995735	0	2.6404532526612e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36589751834935e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81891599882134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04ea2f8fd9939372658f9f6b961cc10f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50846464236604e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67439923572496e-05	0	0	0	0	0	0
"a9541ebaccac1caf593f3bb0df2911ef"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5289676303112e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101741549921924	0	0
"c79026e8d47c4ecb0a7014d00640229b"	0	0	0	0	5.83208093133846e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4e258b5d3268989cb48606a731da7719"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12216902651862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3742495675474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55a60a18455faa2e4cecf483614ce994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125249919979218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b41b2b517ce615c8ecc30c0833e4c917"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104387985891806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fa86596e2c6cb9f6a4860c18f23c317a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20452073719173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ec65a528dfbfbcd790ef0eda5237715d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74764360350431e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c746f7379901b76cae6b14faedf6166f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80898559323874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2e3dc4b3b6747d1980d7804c90c2649c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364587664144402	0	0	0	0	0	0	0	0	0	0	0	4.39197147614161e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30542256629656e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1b0e100f60475cde9fd0aa14b4fe618c"	0	0	0.000133744597972098	0	0	0	0	0	9.94195182963985e-05	0	0	0	0	0	0	0	7.87916147182736e-05	0	0	0	0	0	6.07765506702785e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105973562384963	0	0	0	0	0	0	0	1.62499164934847e-05	0	0	0	0.000186544169328807	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18952793901911e-05	0	0	0	0	0	0	0	0	7.00721743395698e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46685208406652e-05	0	0	5.68048105559568e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.77290589211811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91825955000438e-05	0	0	0	0	0	0	0	0.000103385887826312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37272827809931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244808029703374	0	0	0	0	0
"e11434af7333787b0177bac06f73d2a3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132768895311726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34f8b51ddd0965b288ec19eafca5dbee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2819076227837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
